บริษัท ,รหัสสินค้า, TotalCost ,Qty,รวมจำนวนเงิน
THSITH,OR 125.00X3.50 MM. VITON/11BN65G6 โอริงไวตั้น, 57.00 ,5 , 285.00 
THSITH,OR 125.00X6.00 MM. VITON/โอริงไวตั้น, 275.00 ,2 , 550.00 
THSITH,OR 126.37X5.33 MM./AS353 โอริง 11A580K6, 9.00 ,10 , 90.00 
THSITH,OR 126.72X1.78 MM./AS049 โอริง, 4.80 ,10 , 48.00 
THSITH,OR 127.00X3.00 MM. VITON/11BH20G6 โอริงไวตั้น, 45.90 ,19 , 872.10 
THSITH,OR 128.00X3.00 MM./โอริง, 6.00 ,8 , 48.00 
THSITH,OR 128.00X3.50 MM. VITON/โอริงไวตั้น, 116.00 ,1 , 116.00 
THSITH,OR 129.54X5.33/โอริง, 57.60 ,1 , 57.60 
THSITH,OR 12X3.5/โอริง, 2.00 ,5 , 10.00 
THSITH,OR 13.00X1.50 MM./1B216K6 โอริง, 0.44 ,197 , 86.68 
THSITH,OR 13.00X2.00 MM./11B504K6 โอริง, 0.56 ,183 , 102.48 
THSITH,OR 13.00X3.50 MM. VITON/11BL32G6 โอริงไวตั้น, 9.98 ,29 , 289.42 
THSITH,OR 13.00X4.00 MM./11BS04K6 โอริง, 2.00 ,20 , 40.00 
THSITH,OR 13.10X1.60 MM. VITON/11A021G6 โอริงไวตั้น, 4.60 ,30 , 138.00 
THSITH,OR 13.30X2.40 M.M./11A129K6 โอริง, 0.48 ,97 , 46.56 
THSITH,OR 13.3X2.4/โอริง, 4.75 ,2 , 9.50 
THSITH,OR 13.50X2.00 MM. VITON/11B505G6 โอริงไวตั้น, 9.00 ,18 , 162.00 
THSITH,OR 13.50X3.00 MM. VITON/11BD90G6 โอริงไวตั้น, 7.68 ,30 , 230.40 
THSITH,OR 13.80X2.40 M.M./11A364K6 โอริง, 0.56 ,200 , 112.00 
THSITH,OR 13.80X2.40 MM. VITON/P14 โอริงไวตั้น 11B965G6, 6.74 ,50 , 337.00 
THSITH,OR 13.87X3.53/โอริง, 9.00 ,1 , 9.00 
THSITH,OR 13.94X2.62 M.M. VITON/โอริงไวตั้น, 5.70 ,100 , 570.00 
THSITH,OR 13.94X2.62 MM. VITON/AS113 โอริงไวตั้น 11A194G6, 6.00 ,130 , 780.00 
THSITH,OR 130.00X4.00 MM./11BU55K6 โอริง, 8.10 ,3 , 24.30 
THSITH,OR 130.18X5.33 MM./AS864 โอริง 11A583K6, 9.60 ,3 , 28.80 
THSITH,OR 132.00X3.50 MM. VITON/โอริงไวตั้น, 60.60 ,1 , 60.60 
THSITH,OR 134.00X3.00 MM./11BH31K6 โอริง, 6.90 ,5 , 34.50 
THSITH,OR 135.00X3.00 MM. VITON/11BH32G6 โอริงไวตั้น, 53.10 ,4 , 212.40 
THSITH,OR 139.00X2.50 MM./11BA93K6 โอริง, 14.00 ,2 , 28.00 
THSITH,OR 139.07X5.33 MM./AS357 โอริง 11A588K6, 23.00 ,2 , 46.00 
THSITH,OR 139.07X5.33 MM. VITON/AS357 โอริงไวตั้น, 111.30 ,10 ," 1,113.00 "
THSITH,OR 139.30X5.70 MM. VITON/โอริงไวตั้น, 127.80 ,5 , 639.00 
THSITH,OR 14.00X1.50 MM./11B219K6 โอริง, 0.36 ,146 , 52.56 
THSITH,OR 14.00X1.50 MM. VITON/11B219G6 โอริงไวตั้น, 6.48 ,27 , 174.96 
THSITH,OR 14.00X1.78 MM./AS015 โอริง 11A053K6, 0.46 ,121 , 55.66 
THSITH,OR 14.00X1.78 MM. VITON/AS015 โอริงไวตั้น 11A053G6, 5.68 ,100 , 568.00 
THSITH,OR 14.00X2.00 MM./11B510K6 โอริง, 0.58 ,138 , 80.04 
THSITH,OR 14.00X2.00 MM. VITON/11B510G6 โอริงไวตั้น, 6.24 ,2 , 12.48 
THSITH,OR 14.00X2.50 MM./11A174K6 โอริง, 0.42 ,73 , 30.66 
THSITH,OR 14.00X3.00 MM./11BD92K6 โอริง, 0.76 ,139 , 105.64 
THSITH,OR 14.00X4.00 MM./11BR64K6 โอริง, 2.00 ,20 , 40.00 
THSITH,OR 14.50X2.00 MM./11B514K6 โอริง, 0.52 ,149 , 77.48 
THSITH,OR 14.50X2.50 M.M./11B841K6 โอริง, 0.60 ,84 , 50.40 
THSITH,OR 14.80X2.40 MM. VITON/P15 โอริงไวตั้น 11B967G6, 7.02 ,50 , 351.00 
THSITH,OR 140.00X3.50 MM./11BM74K6 โอริง, 7.50 ,3 , 22.50 
THSITH,OR 142.00X3.00 MM. VITON/โอริงไวตั้น, 117.00 ,1 , 117.00 
THSITH,OR 142.00X3.50 MM. VITON/โอริงไวตั้น, 78.00 ,7 , 546.00 
THSITH,OR 143.00X2.50 MM. VITON/11BA94G6 โอริงไวตั้น, 78.16 ,20 ," 1,563.20 "
THSITH,OR 143.00X3.50 MM. VITON/โอริงไวตั้น, 78.00 ,3 , 234.00 
THSITH,OR 144.40X3.10 MM./G145 โอริง 11BL96K6, 9.12 ,18 , 164.16 
THSITH,OR 145.00X3.00 MM. VITON/11BH44G6 โอริงไวตั้น, 78.00 ,9 , 702.00 
THSITH,OR 14X2.5/โอริง, 2.00 ,12 , 24.00 
THSITH,OR 14X2.5 M.M./โอริง, 1.00 ,2 , 2.00 
THSITH,OR 15.00X1.00 MM./11B061K6 โอริง, 0.44 ,200 , 88.00 
THSITH,OR 15.00X1.50 MM. VITON/11B222G6 โอริงไวตั้น, 4.03 ,6 , 24.18 
THSITH,OR 15.00X2.00 MM. VITON/11B516G6 โอริงไวตั้น, 9.00 ,4 , 36.00 
THSITH,OR 15.00X2.50 MM./11A175K6 โอริง, 0.60 ,155 , 93.00 
THSITH,OR 15.00X2.65 MM./11BC16K6 โอริง, 0.60 ,20 , 12.00 
THSITH,OR 15.00X3.00 MM./11BD95K6 โอริง, 0.74 ,82 , 60.68 
THSITH,OR 15.00X3.00 MM. VITON/11BD95G6 โอริงไวตั้น, 10.20 ,41 , 418.20 
THSITH,OR 15.00X3.50 MM./11BL35K6 โอริง, 0.80 ,75 , 60.00 
THSITH,OR 15.3X2.4/โอริง, 1.35 ,2 , 2.70 
THSITH,OR 15.47-3.53/โอริง, 9.00 ,4 , 36.00 
THSITH,OR 15.50X2.00 MM./11B517K6 โอริง, 0.60 ,150 , 90.00 
THSITH,OR 15.50X2.40 M.M./โอริง, 0.60 ,80 , 48.00 
THSITH,OR 15.54X2.62 M.M./AS#114 โอริง 11A196K6, 0.60 ,150 , 90.00 
THSITH,OR 15.54X2.62 MM. VITON/AS114 โอริงไวตั้น 11A196G6, 7.38 ,15 , 110.70 
THSITH,OR 15.60X2.40 M.M./โอริง, 0.62 ,80 , 49.60 
THSITH,OR 15.80X2.40 M.M./P16 โอริง 11B968K6, 0.64 ,200 , 128.00 
THSITH,OR 15.80X2.40 MM. VITON/P16 โอริงไวตั้น 11B968G6, 7.30 ,69 , 503.70 
THSITH,OR 150.00X3.00 MM./11BH52K6 โอริง, 10.02 ,2 , 20.04 
THSITH,OR 150.00X3.50 MM./11BN76K6 โอริง, 10.13 ,1 , 10.13 
THSITH,OR 150.00X4.00 MM./11BU82K6 โอริง, 13.20 ,5 , 66.00 
THSITH,OR 150.00X6.00 MM. VITON/โอริงไวตั้น, 148.80 ,2 , 297.60 
THSITH,OR 155.00X5.33 MM./AS644 โอริง 11B49CK6, 12.90 ,4 , 51.60 
THSITH,OR 16.00X1.50 MM./11B225K6 โอริง, 0.48 ,72 , 34.56 
THSITH,OR 16.00X1.80 MM. VITON/11B491G6 โอริงไวตั้น, 7.96 ,49 , 390.04 
THSITH,OR 16.00X2.00 MM./11B519K6 โอริง, 0.62 ,74 , 45.88 
THSITH,OR 16.00X2.00 MM. VITON/11B519G6 โอริงไวตั้น, 5.27 ,20 , 105.40 
THSITH,OR 16.00X2.50 MM./11A176K6 โอริง, 0.66 ,81 , 53.46 
THSITH,OR 16.00X2.50 MM. VITON/11A176G6 โอริงไวตั้น, 6.00 ,14 , 84.00 
THSITH,OR 16.00X3.00 MM./11BD98K6 โอริง, 0.84 ,18 , 15.12 
THSITH,OR 16.00X3.00 MM. VITON/11BD98G6 โอริงไวตั้น, 8.58 ,48 , 411.84 
THSITH,OR 16.00X4.50 MM./โอริง, 2.00 ,28 , 56.00 
THSITH,OR 16.30X2.40 MM. VITON/11A138G6 โอริงไวตั้น, 7.30 ,30 , 219.00 
THSITH,OR 16.50X2.50 M.M./11B847K6 โอริง, 1.23 ,12 , 14.76 
THSITH,OR 16.60X2.40 M.M./11A139K6 โอริง, 0.60 ,10 , 6.00 
THSITH,OR 160.00X6.00 MM./11B95GK6 โอริง, 15.60 ,1 , 15.60 
THSITH,OR 165.00X5.30 MM./โอริง, 14.40 ,3 , 43.20 
THSITH,OR 169.30X5.70 MM./G170 โอริง 11A690K6, 36.00 ,2 , 72.00 
THSITH,OR 17.00X1.50 MM./11B231K6 โอริง, 0.74 ,114 , 84.36 
THSITH,OR 17.00X2.00 MM./11B522K6 โอริง, 0.66 ,100 , 66.00 
THSITH,OR 17.00X2.00 MM. VITON/11B522G6 โอริงไวตั้น, 8.50 ,8 , 68.00 
THSITH,OR 17.00X2.50 MM./11B849K6 โอริง, 0.72 ,68 , 48.96 
THSITH,OR 17.00X4.00 MM. VITON/11BR73G6 โอริงไวตั้น, 14.56 ,25 , 364.00 
THSITH,OR 17.04X3.53/โอริง, 3.75 ,4 , 15.00 
THSITH,OR 17.12X2.62 MM. VITON/AS115 โอริงไวตั้น 11A198G6, 7.52 ,8 , 60.16 
THSITH,OR 17.17X1.78 MM. VITON/AS017 โอริงไวตั้น 11A055G6, 4.34 ,40 , 173.60 
THSITH,OR 17.80X2.40 M.M./P18 โอริง 11B970K6, 0.74 ,200 , 148.00 
THSITH,OR 17.80X2.40 MM. VITON/P18 โอริงไวตั้น 11B970G6, 10.14 ,30 , 304.20 
THSITH,OR 170.00X2.00 MM./O-RNG, 31.00 ,2 , 62.00 
THSITH,OR 170.00X5.00 MM. VITON/11A499G6 โอริงไวตั้น, 124.50 ,7 , 871.50 
THSITH,OR 170.00X6.00 MM./11B91GK6 โอริง, 38.00 ,2 , 76.00 
THSITH,OR 176.00X3.00 MM./11BH72K6 โอริง, 10.50 ,3 , 31.50 
THSITH,OR 178.00X5.00 MM. VITON/โอริงไวตั้น, 70.20 ,5 , 351.00 
THSITH,OR 179.30X5.70 MM./G180 โอริง 11A692K6, 40.00 ,2 , 80.00 
THSITH,OR 18.00X1.50 MM./11B234K6 โอริง, 0.54 ,200 , 108.00 
THSITH,OR 18.00X2.00 MM./11B525K6 โอริง, 0.66 ,111 , 73.26 
THSITH,OR 18.00X2.00 MM. VITON/11B525G6 โอริงไวตั้น, 6.64 ,14 , 92.96 
THSITH,OR 18.00X2.50 MM./11B855K6 โอริง, 0.76 ,114 , 86.64 
THSITH,OR 18.00X2.65 MM. VITON/11BC24G6 โอริงไวตั้น, 9.46 ,15 , 141.90 
THSITH,OR 18.00X3.00 MM./11BE04K6 โอริง, 0.87 ,14 , 12.18 
THSITH,OR 18.00X3.00 MM. VITON/11BE04G6 โอริงไวตั้น, 8.94 ,64 , 572.16 
THSITH,OR 18.00X3.50 MM./11BL47K6 โอริง, 1.26 ,75 , 94.50 
THSITH,OR 18.64X3.53 M.M./AS#210 โอริง 11A367K6, 1.00 ,150 , 150.00 
THSITH,OR 18.77X1.78 M.M./AS#018 โอริง 11A056K6, 0.54 ,10 , 5.40 
THSITH,OR 180.00X3.00 MM./11BH79K6 โอริง, 11.10 ,1 , 11.10 
THSITH,OR 183.52X5.33 MM./AS366 โอริง 11A601K6, 35.00 ,2 , 70.00 
THSITH,OR 183.52X5.33 MM. VITON/AS366 โอริงไวตั้น 11A601G6, 159.00 ,10 ," 1,590.00 "
THSITH,OR 185.00X3.00 MM./11BH82K6 โอริง, 12.30 ,1 , 12.30 
THSITH,OR 188.00X6.00 MM. VITON/โอริงไวตั้น, 362.00 ,1 , 362.00 
THSITH,OR 19.00X2.00 MM. VITON/11B528G6 โอริงไวตั้น, 6.26 ,16 , 100.16 
THSITH,OR 19.00X2.50 MM./11B861K6 โอริง, 0.86 ,182 , 156.52 
THSITH,OR 19.00X2.50 MM. VITON/11B861GG6 โอริงไวตั้น, 8.42 ,69 , 580.98 
THSITH,OR 19.00X2.65 MM./11BC28K6 โอริง, 0.60 ,50 , 30.00 
THSITH,OR 19.00X3.00 MM./11BE07K6 โอริง, 1.02 ,94 , 95.88 
THSITH,OR 19.00X3.00 MM. VITON/11BE07G6 โอริงไวตั้น, 9.32 ,27 , 251.64 
THSITH,OR 19.00X3.50 MM./11BL53K6 โอริง, 0.94 ,132 , 124.08 
THSITH,OR 19.00X3.50 MM. VITON/11BL53G6 โอริงไวตั้น, 12.52 ,30 , 375.60 
THSITH,OR 19.00X4.00 MM./11BR79K6 โอริง, 1.54 ,46 , 70.84 
THSITH,OR 19.00X4.00 MM. VITON/11BR79G6 โอริงไวตั้น, 12.00 ,5 , 60.00 
THSITH,OR 19.00X4.50 MM./11BZ54K6 โอริง, 2.55 ,150 , 382.50 
THSITH,OR 19.00X4.50 MM. VITON/โอริงไวตั้น, 14.40 ,5 , 72.00 
THSITH,OR 19.20X3.00 MM./11A280K6 โอริง, 0.86 ,67 , 57.62 
THSITH,OR 19.20X3.00 MM. VITON/11A280G6 โอริงไวตั้น, 9.46 ,45 , 425.70 
THSITH,OR 19.60X2.40 M.M./11A144K6 โอริง, 0.56 ,200 , 112.00 
THSITH,OR 19.80X2.40 M.M./P20 โอริง 11B974K6, 0.82 ,200 , 164.00 
THSITH,OR 19.80X2.40 MM. VITON/P20 โอริงไวตั้น 11B974G6, 8.60 ,80 , 688.00 
THSITH,OR 190.00X5.00 MM./11A503K6 โอริง, 20.00 ,3 , 60.00 
THSITH,OR 19X2/โอริง, 2.00 ,14 , 28.00 
THSITH,OR 19X2 M.M. VITON/โอริงไวตั้น, 10.00 ,1 , 10.00 
THSITH,OR 2.50X1.80 M.M./11B393K6 โอริง, 0.30 ,88 , 26.40 
THSITH,OR 2.57X1.78 M.M./AS 005 โอริง 11A038K6, 0.24 ,200 , 48.00 
THSITH,OR 2.60X1.90 M.M./R1 โอริง 11A092K6, 0.30 ,100 , 30.00 
THSITH,OR 2.90X1.78 MM./O-RING, 0.20 ,200 , 40.00 
THSITH,OR 20.00X1.50 MM./11B243K6 โอริง, 0.64 ,38 , 24.32 
THSITH,OR 20.00X2.00 MM./11B531K6 โอริง, 0.86 ,68 , 58.48 
THSITH,OR 20.00X2.00 MM. VITON/11B531G6 โอริงไวตั้น, 7.56 ,30 , 226.80 
THSITH,OR 20.00X2.50 MM./11A177K6 โอริง, 0.80 ,61 , 48.80 
THSITH,OR 20.00X2.50 MM. VITON/11A177G6 โอริงไวตั้น, 8.24 ,15 , 123.60 
THSITH,OR 20.00X3.00 MM./11BE13K6 โอริง, 1.04 ,166 , 172.64 
THSITH,OR 20.00X3.00 MM. VITON/11BE13G6 โอริงไวตั้น, 8.06 ,4 , 32.24 
THSITH,OR 20.00X3.50 MM./11BL56K6 โอริง, 1.06 ,30 , 31.80 
THSITH,OR 20.00X3.50 MM. VITON/11BL56G6 โอริงไวตั้น, 12.14 ,43 , 522.02 
THSITH,OR 20.00X4.00 MM./11BR82K6 โอริง, 0.01 ,4 , 0.04 
THSITH,OR 20.00X4.50 MM./11BZ60K6 โอริง, 1.90 ,192 , 364.80 
THSITH,OR 20.00X5.00 MM. VITON/โอริงไวตั้น, 35.00 ,3 , 105.00 
THSITH,OR 20.30X2.62 M.M./AS#117 โอริง 11A201K6, 0.80 ,150 , 120.00 
THSITH,OR 20.35X1.78 M.M./AS#019 โอริง 11A057K6, 0.66 ,100 , 66.00 
THSITH,OR 20.35X1.78 MM. VITON/AS019 โอริงไวตั้น 11A057G6, 5.92 ,29 , 171.68 
THSITH,OR 20.80X2.40 MM. VITON/P21 โอริงไวตั้น 11B979G6, 11.22 ,30 , 336.60 
THSITH,OR 200.00X6.99 MM./AS886 โอริง 11A770K6, 25.50 ,4 , 102.00 
THSITH,OR 209.00X5.00 MM./โอริง, 43.00 ,2 , 86.00 
THSITH,OR 209.30X5.70 MM./G210 โอริง 11A697K6, 51.00 ,1 , 51.00 
THSITH,OR 21.00X2.00 MM./11B534K6 โอริง, 0.84 ,150 , 126.00 
THSITH,OR 21.00X2.50 MM./11B867K6 โอริง, 0.86 ,92 , 79.12 
THSITH,OR 21.00X2.50 MM. VITON/11B867G6 โอริงไวตั้น, 11.48 ,65 , 746.20 
THSITH,OR 21.00X3.00 MM./11BE16K6 โอริง, 1.08 ,46 , 49.68 
THSITH,OR 21.00X3.00 MM. VITON/11BE16G6 โอริงไวตั้น, 10.12 ,76 , 769.12 
THSITH,OR 21.00X3.50 MM./11BL59K6 โอริง, 1.14 ,98 , 111.72 
THSITH,OR 21.00X3.50 MM. VITON/11BL59G6 โอริงไวตั้น, 15.06 ,46 , 692.76 
THSITH,OR 21.70X3.50 MM. VITON/P22A โอริงไวตั้น 11BL99G6, 10.30 ,26 , 267.80 
THSITH,OR 21.80X2.40 MM. VITON/P22 โอริงไวตั้น 11B982G6, 8.58 ,26 , 223.08 
THSITH,OR 21.82X3.53 M.M./AS#212 โอริง 11A369K6, 1.40 ,150 , 210.00 
THSITH,OR 21.89X2.62 M.M./AS#118 โอริง 11A203K6, 0.84 ,196 , 164.64 
THSITH,OR 21.95X1.78 MM. VITON/AS020 โอริงไวตั้น 11A058G6, 8.00 ,84 , 672.00 
THSITH,OR 210.00X4.00 MM./11BV42K6 โอริง, 19.80 ,1 , 19.80 
THSITH,OR 215.00X3.00 MM. VITON/11BI08G6 โอริงไวตั้น, 84.60 ,2 , 169.20 
THSITH,OR 215.27X6.99 MM./AS446 โอริง 11A773K6, 59.00 ,1 , 59.00 
THSITH,OR 22.00X1.50 MM./11B252K6 โอริง, 0.80 ,61 , 48.80 
THSITH,OR 22.00X2.00 MM./11B537K6 โอริง, 0.96 ,56 , 53.76 
THSITH,OR 22.00X2.50 MM./11B870K6 โอริง, 0.94 ,44 , 41.36 
THSITH,OR 22.00X2.50 MM. VITON/11B870G6 โอริงไวตั้น, 14.00 ,2 , 28.00 
THSITH,OR 22.00X3.00 MM./11BE19K6 โอริง, 1.08 ,132 , 142.56 
THSITH,OR 22.00X3.50 MM./11BL68K6 โอริง, 1.24 ,140 , 173.60 
THSITH,OR 22.00X4.00 MM./11BR88K6 โอริง, 1.42 ,34 , 48.28 
THSITH,OR 22.00X4.00 MM. VITON/11BR88G6 โอริงไวตั้น, 19.22 ,50 , 961.00 
THSITH,OR 22.10X3.50 M.M./P22.4 โอริง 11BM01K6, 1.24 ,50 , 62.00 
THSITH,OR 22.40X3.55 M.M./11BI79K6 โอริง, 1.04 ,50 , 52.00 
THSITH,OR 220.00X4.00 MM./11BV47K6 โอริง, 19.80 ,2 , 39.60 
THSITH,OR 220.00X5.00 MM./11A509K6 โอริง, 21.00 ,3 , 63.00 
THSITH,OR 222.00X3.50 MM./11BO77K6 โอริง, 16.80 ,2 , 33.60 
THSITH,OR 225.00X4.00 MM./11BV51K6 โอริง, 30.80 ,3 , 92.40 
THSITH,OR 225.00X5.00 MM./11A510K6 โอริง, 37.23 ,1 , 37.23 
THSITH,OR 23.00X2.00 MM./11B540K6 โอริง, 1.00 ,61 , 61.00 
THSITH,OR 23.00X2.00 MM. VITON/11B540G6 โอริงไวตั้น, 11.00 ,2 , 22.00 
THSITH,OR 23.00X2.50 MM./11B873K6 โอริง, 1.06 ,72 , 76.32 
THSITH,OR 23.00X2.50 MM. VITON/11B873G6 โอริงไวตั้น, 9.60 ,26 , 249.60 
THSITH,OR 23.00X3.00 MM./11BE25K6 โอริง, 1.04 ,48 , 49.92 
THSITH,OR 23.00X4.00 MM. VITON/11BR91G6 โอริงไวตั้น, 18.26 ,30 , 547.80 
THSITH,OR 23.39X3.53 M.M./AS#213 โอริง 11A370K6, 1.08 ,50 , 54.00 
THSITH,OR 23.39X3.53 MM. VITON/AS213 โอริงไวตั้น 11A370G6, 9.66 ,40 , 386.40 
THSITH,OR 23.50X3.00 MM. VITON/โอริงไวตั้น, 10.42 ,30 , 312.60 
THSITH,OR 23.60X3.55 M.M./โอริง, 1.20 ,50 , 60.00 
THSITH,OR 23.70X3.50 M.M./P24 โอริง 11BG84K6, 1.30 ,80 , 104.00 
THSITH,OR 230.00X4.00 MM. VITON/11BV58G6 โอริงไวตั้น, 117.90 ,3 , 353.70 
THSITH,OR 230.00X5.00 MM./11A511K6 โอริง, 36.50 ,4 , 146.00 
THSITH,OR 230.00X6.00 MM./11B78HK6 โอริง, 34.60 ,5 , 173.00 
THSITH,OR 239.30X5.70 MM. VITON/G240 โอริงไวตั้น 11A700G6, 48.72 ,1 , 48.72 
THSITH,OR 23X3 M.M.VITON/โอริงไวตั้น, 16.00 ,10 , 160.00 
THSITH,OR 24.00X1.50 MM./11B258K6 โอริง, 0.82 ,75 , 61.50 
THSITH,OR 24.00X2.00 MM./11B543K6 โอริง, 0.98 ,128 , 125.44 
THSITH,OR 24.00X2.00 MM. VITON/11B543G6 โอริงไวตั้น, 7.26 ,9 , 65.34 
THSITH,OR 24.00X2.50 MM./11B876K6 โอริง, 1.00 ,132 , 132.00 
THSITH,OR 24.00X3.00 MM./11A285K6 โอริง, 1.24 ,30 , 37.20 
THSITH,OR 24.00X3.00 MM. VITON/11A285G6 โอริงไวตั้น, 14.43 ,56 , 808.08 
THSITH,OR 24.00X4.00 MM./11BR94K6 โอริง, 1.62 ,76 , 123.12 
THSITH,OR 24.50X3.00 MM. VITON/11A287G6 โอริงไวตั้น, 12.20 ,20 , 244.00 
THSITH,OR 24.70X3.50 MM. VITON/P25 โอริงไวตั้น 11BG85G6, 14.34 ,30 , 430.20 
THSITH,OR 24.99X3.53 M.M./AS#214 โอริง 11A371K6, 1.26 ,16 , 20.16 
THSITH,OR 244.00X3.00 MM./11BI68K6 โอริง, 18.30 ,4 , 73.20 
THSITH,OR 249.30X5.70 MM./G250 โอริง 11A701K6, 30.60 ,7 , 214.20 
THSITH,OR 25.00X2.50 MM./11B879K6 โอริง, 1.12 ,4 , 4.48 
THSITH,OR 25.00X3.00 MM. VITON/11A289G6 โอริงไวตั้น, 18.00 ,5 , 90.00 
THSITH,OR 25.00X3.50 MM./11BL77K6 โอริง, 1.36 ,15 , 20.40 
THSITH,OR 25.00X3.50 MM. VITON/11BL77G6 โอริงไวตั้น, 11.40 ,35 , 399.00 
THSITH,OR 25.00X4.00 MM./11BR97K6 โอริง, 1.62 ,146 , 236.52 
THSITH,OR 25.00X5.00 MM./11BY21K6 โอริง, 2.12 ,38 , 80.56 
THSITH,OR 25.07X2.62 MM./โอริง, 1.00 ,66 , 66.00 
THSITH,OR 25.12X1.78 M.M. VITON/โอริงไวตั้น ให้ใช้รหัส 0R 25.12X1.78 MM. VITON, 5.10 ,10 , 51.00 
THSITH,OR 25.2X3.5 M.M./โอริง NBR, 1.22 ,44 , 53.68 
THSITH,OR 26.00X1.50 MM. VITON/โอริงไวตั้น, 10.00 ,30 , 300.00 
THSITH,OR 26.00X2.00 MM. VITON/11B549G6 โอริงไวตั้น, 7.90 ,30 , 237.00 
THSITH,OR 26.00X3.00 MM./11BE34K6 โอริง, 1.38 ,23 , 31.74 
THSITH,OR 26.00X3.50 MM./11BL80K6 โอริง, 1.44 ,48 , 69.12 
THSITH,OR 26.00X3.50 MM. VITON/11BL80G6 โอริงไวตั้น, 14.86 ,30 , 445.80 
THSITH,OR 26.00X4.00 MM./11BS00K6 โอริง, 2.26 ,59 , 133.34 
THSITH,OR 26.00X5.00 MM./11BY24K6 โอริง, 2.22 ,46 , 102.12 
THSITH,OR 26.64X2.62 MM. VITON/AS121 โอริงไวตั้น 11A208G6, 10.65 ,22 , 234.30 
THSITH,OR 26.70X1.78 M.M./AS#023 โอริง 11A061K6, 0.90 ,78 , 70.20 
THSITH,OR 26.70X1.78 MM. VITON/AS023 โอริงไวตั้น 11A061G6, 6.44 ,30 , 193.20 
THSITH,OR 260.00X3.00 MM. VITON/O-RING VITON, 240.00 ,1 , 240.00 
THSITH,OR 269.30X5.70 MM./G270 โอริง 11A703K6, 32.10 ,3 , 96.30 
THSITH,OR 27.00X2.00 MM./11B552K6 โอริง, 1.20 ,62 , 74.40 
THSITH,OR 27.00X2.50 MM./11B894K6 โอริง, 1.16 ,67 , 77.72 
THSITH,OR 27.00X3.00 MM./11BE43K6 โอริง, 1.46 ,105 , 153.30 
THSITH,OR 27.00X3.50 MM./11BL83K6 โอริง, 1.50 ,48 , 72.00 
THSITH,OR 27.00X3.50 MM. VITON/11BL83G6 โอริงไวตั้น, 15.34 ,28 , 429.52 
THSITH,OR 27.80X3.60 MM. VITON/R21 โอริงไวตั้น 11A472G6, 16.04 ,30 , 481.20 
THSITH,OR 275.00X5.00 MM./11A520K6 โอริง, 27.00 ,5 , 135.00 
THSITH,OR 279.30X5.70 MM./G280 โอริง 11A704K6, 34.20 ,1 , 34.20 
THSITH,OR 27X4.5/โอริง, 2.83 ,19 , 53.77 
THSITH,OR 28.00X1.50 MM./11B268K6 โอริง, 1.00 ,150 , 150.00 
THSITH,OR 28.00X2.50 MM./11B897K6 โอริง, 2.00 ,1 , 2.00 
THSITH,OR 28.00X2.65 MM. VTON/โอริงไวตั้น, 9.00 ,5 , 45.00 
THSITH,OR 28.00X3.00 MM./11BE46K6 โอริง, 1.40 ,133 , 186.20 
THSITH,OR 28.00X3.50 MM. VITON/11BL86G6 โอริงไวตั้น, 16.21 ,47 , 761.87 
THSITH,OR 28.00X3.55 MM. VITON/โอริงไวตั้น, 17.32 ,30 , 519.60 
THSITH,OR 28.17X3.53/โอริง, 2.29 ,272 , 622.88 
THSITH,OR 28.17X3.53 M.M./AS#216 โอริง 11A374K6, 5.00 ,1 , 5.00 
THSITH,OR 28.17X3.53 MM. VITON/AS216 โอริงไวตั้น 11A374G6, 15.40 ,10 , 154.00 
THSITH,OR 28.24X2.62/โอริง, 4.00 ,2 , 8.00 
THSITH,OR 28.25X2.62 M.M./โอริง, 3.00 ,97 , 291.00 
THSITH,OR 28.3X1.78/โอริง, 10.00 ,1 , 10.00 
THSITH,OR 28.50X2.50 M.M./11B898K6 โอริง, 1.28 ,148 , 189.44 
THSITH,OR 28.70X3.50 M.M./P29 โอริง 11BG91K6, 1.56 ,150 , 234.00 
THSITH,OR 285.10X6.99 MM./AS686 โอริง 11A784K6, 32.70 ,5 , 163.50 
THSITH,OR 289.3X5.7 MM./O-RING N70 (G290), 35.70 ,5 , 178.50 
THSITH,OR 29.00X2.00 MM./11B557K6 โอริง, 1.60 ,60 , 96.00 
THSITH,OR 29.00X2.00 MM. VITON/11B557G6 โอริงไวตั้น, 9.02 ,30 , 270.60 
THSITH,OR 29.00X3.00 MM./11BE52K6 โอริง, 1.48 ,114 , 168.72 
THSITH,OR 29.00X3.00 MM. VITON/11BE52G6 โอริงไวตั้น, 12.34 ,2 , 24.68 
THSITH,OR 29.00X3.50 MM./P29.5 โอริง 11BL94K6, 1.52 ,66 , 100.32 
THSITH,OR 29.00X4.00 MM. VITON/11BS09G6 โอริงไวตั้น, 15.00 ,8 , 120.00 
THSITH,OR 29.20X3.00 MM./11A294K6 โอริง, 1.16 ,150 , 174.00 
THSITH,OR 29.30X3.60 MM. VITON/R22 โอริงไวตั้น, 13.48 ,100 ," 1,348.00 "
THSITH,OR 29.40X3.10 M.M./G30 โอริง 11BL76K6, 1.40 ,30 , 42.00 
THSITH,OR 29.4X3.1 NBR/โอริง, 2.61 ,10 , 26.10 
THSITH,OR 29.50X3.00 MM./11A295K6 โอริง, 4.70 ,1 , 4.70 
