บริษัท ,รหัสสินค้า, TotalCost ,Qty,รวมจำนวนเงิน
THSITH,OR 29.51X5.33 MM. VITON/AS321 โอริงไวตั้น 11A540G6, 28.74 ,80 ," 2,299.20 "
THSITH,OR 29.51X5.33 NBR-/โอริง, 16.00 ,2 , 32.00 
THSITH,OR 29.70X3.50 M.M./P30 โอริง 11BG94K6, 1.60 ,80 , 128.00 
THSITH,OR 29.74X3.53 MM. VITON/AS217 โอริงไวตั้น 11A375G6, 16.16 ,30 , 484.80 
THSITH,OR 29.82X2.62 M.M./AS#123 โอริง 11A210K6, 1.28 ,54 , 69.12 
THSITH,OR 291.47X5.33 MM. VITON/AS380 โอริงไวตั้น, 237.30 ,1 , 237.30 
THSITH,OR 3.00X1.50 M.M./11B162K6 โอริง, 0.26 ,200 , 52.00 
THSITH,OR 3.00X2.00 M.M./11B462K6 โอริง, 0.28 ,178 , 49.84 
THSITH,OR 3.00X2.00 MM. VITON/11B462G6 โอริงไวตั้น, 3.04 ,30 , 91.20 
THSITH,OR 3.15X1.80 M.M./11B402K6 โอริง, 0.28 ,150 , 42.00 
THSITH,OR 3.50X1.50 M.M./11B165K6 โอริง, 0.34 ,180 , 61.20 
THSITH,OR 3.63X2.62/โอริง, 7.00 ,10 , 70.00 
THSITH,OR 3.68X1.78 MM./AS#007 โอริง, 0.35 ,"2,200 ", 770.00 
THSITH,OR 3.68X1.78 MM. VITON/AS007 โอริงไวตั้น 11A040G6, 1.98 ,100 , 198.00 
THSITH,OR 3.80X1.90 M.M./P4 โอริง 11BA03K6, 0.28 ,200 , 56.00 
THSITH,OR 3.80X1.90 MM. VITON/P4 โอริงไวตั้น 11BA03G6, 2.02 ,44 , 88.88 
THSITH,OR 30.00X1.50 MM./11B270K6 โอริง, 1.06 ,44 , 46.64 
THSITH,OR 30.00X2.00 MM./11B561K6 โอริง, 2.32 ,46 , 106.72 
THSITH,OR 30.00X2.00 MM. VITON/11B561G6 โอริงไวตั้น, 9.86 ,19 , 187.34 
THSITH,OR 30.00X3.50 MM./11BL97K6 โอริง, 1.84 ,135 , 248.40 
THSITH,OR 30.00X3.50 MM. VITON/11BL97G6 โอริงไวตั้น, 13.92 ,30 , 417.60 
THSITH,OR 30.00X4.00 MM./11BS12K6 โอริง, 1.56 ,176 , 274.56 
THSITH,OR 30.00X5.00 MM./11BY33K6 โอริง, 2.38 ,37 , 88.06 
THSITH,OR 30.50X2.00 MM./โอริง, 1.28 ,80 , 102.40 
THSITH,OR 30.5X2 M.M./โอริง, 3.00 ,28 , 84.00 
THSITH,OR 31.00X2.00 MM./S31.5 โอริง 11B564K6, 1.20 ,120 , 144.00 
THSITH,OR 31.00X2.00 MM. VITON/11B564G6 โอริงไวตั้น, 12.00 ,10 , 120.00 
THSITH,OR 31.00X2.50 MM./11B906K6 โอริง, 1.50 ,30 , 45.00 
THSITH,OR 31.00X3.00 MM./11BE61K6 โอริง, 1.62 ,78 , 126.36 
THSITH,OR 31.00X3.50 MM./11BL98K6 โอริง, 1.58 ,35 , 55.30 
THSITH,OR 31.00X4.00 MM./11BS15K6 โอริง, 2.08 ,47 , 97.76 
THSITH,OR 31.20X3.50 MM. VITON/P31.2 โอริงไวตั้น 1BH00H6, 18.00 ,30 , 540.00 
THSITH,OR 31.34X3.53 M.M./AS#218 โอริง 11A376K6, 1.68 ,200 , 336.00 
THSITH,OR 31.47X1.78 MM. VITON/AS026 โอริงไวตั้น 11A064G6, 13.20 ,10 , 132.00 
THSITH,OR 31.50X2.00 MM./11B565K6 โอริง, 1.60 ,48 , 76.80 
THSITH,OR 31.50X3.55 M.M./11BP75K6 โอริง, 2.40 ,80 , 192.00 
THSITH,OR 31.70X3.50 M.M./P32 โอริง 11BH02K6, 1.66 ,78 , 129.48 
THSITH,OR 319.30X5.70 MM./โอริง, 78.00 ,1 , 78.00 
THSITH,OR 32.00X2.00 MM./11B567K6 โอริง, 1.24 ,5 , 6.20 
THSITH,OR 32.00X2.50 MM./11B909K6 โอริง, 2.50 ,4 , 10.00 
THSITH,OR 32.00X3.00 MM./11BE67K6 โอริง, 1.90 ,45 , 85.50 
THSITH,OR 32.00X3.00 MM. VITON/11BE67G6 โอริงไวตั้น, 12.00 ,1 , 12.00 
THSITH,OR 32.00X3.50 MM./11BM00K6 โอริง, 1.78 ,31 , 55.18 
THSITH,OR 32.00X4.00 MM./11BS18K6 โอริง, 2.16 ,25 , 54.00 
THSITH,OR 32.00X4.00 MM. VITON/11BS18G6 โอริงไวตั้น, 18.00 ,7 , 126.00 
THSITH,OR 32.10X1.60 M.M./โอริง, 0.84 ,80 , 67.20 
THSITH,OR 32.92X3.53 M.M./AS#219 โอริง 11A377K6, 1.56 ,150 , 234.00 
THSITH,OR 32.99X2.62 MM. VITON/AS125 โอริงไวตั้น 11A212G6, 21.00 ,2 , 42.00 
THSITH,OR 320.00X6.00 MM./11A721K6 โอริง, 42.00 ,5 , 210.00 
THSITH,OR 325.00X3.50 MM./11BQ13K6 โอริง, 54.00 ,1 , 54.00 
THSITH,OR 33.00X3.00 MM./11BE70K6 โอริง, 1.72 ,63 , 108.36 
THSITH,OR 33.00X3.50 MM./11BM03K6 โอริง, 1.68 ,92 , 154.56 
THSITH,OR 33.00X3.50 MM. VITON/11BM03G6 โอริงไวตั้น, 23.13 ,28 , 647.64 
THSITH,OR 33.00X4.00 MM./11BS19K6 โอริง, 1.26 ,47 , 59.22 
THSITH,OR 33.70X3.50 M.M./P34 โอริง 11BH03K6, 1.42 ,80 , 113.60 
THSITH,OR 33X4.5 MM./โอริง, 7.00 ,2 , 14.00 
THSITH,OR 34.00X1.50 MM./11B277K6 โอริง, 1.26 ,48 , 60.48 
THSITH,OR 34.00X2.00 MM. VITON/11B576G6 โอริงไวตั้น, 12.00 ,10 , 120.00 
THSITH,OR 34.00X2.50 MM./11B915K6 โอริง, 2.12 ,76 , 161.12 
THSITH,OR 34.00X3.00 MM./11BE73K6 โอริง, 1.82 ,144 , 262.08 
THSITH,OR 34.00X4.00 MM./11BS21K6 โอริง, 2.96 ,34 , 100.64 
THSITH,OR 34.1X3.6/โอริง, 5.00 ,81 , 405.00 
THSITH,OR 34.29X5.33 M.M./AS#324 โอริง 11A543K6, 3.12 ,200 , 624.00 
THSITH,OR 34.29X5.33 MM. VITON/AS324 โอริงไวตั้น 11A543G6, 39.46 ,100 ," 3,946.00 "
THSITH,OR 34.40X3.10 M.M./G35 โอริง 11BL78K6, 1.32 ,34 , 44.88 
THSITH,OR 34.50X3.55 MM. VITON/11BP81G6 โอริงไวตั้น, 15.02 ,30 , 450.60 
THSITH,OR 34.52X3.53 M.M./AS#220 โอริง 11A378K6, 8.50 ,10 , 85.00 
THSITH,OR 34.52X3.53 MM. VITON/AS220 โอริงไวตั้น 11A378G6, 18.54 ,20 , 370.80 
THSITH,OR 34.65X1.78 MM. VITON/AS028 โอริงไวตั้น 11A066G6, 8.88 ,28 , 248.64 
THSITH,OR 34.70X3.50 M.M./P35 โอริง 11BM07K6, 1.74 ,50 , 87.00 
THSITH,OR 35.00X2.00 MM. VITON/S35.5 โอริงไวตั้น 11B579G6, 12.00 ,3 , 36.00 
THSITH,OR 35.00X2.50 MM./11B918K6 โอริง, 1.65 ,129 , 212.85 
THSITH,OR 35.00X2.50 MM. VITON/11B918G6 โอริงไวตั้น, 17.98 ,24 , 431.52 
THSITH,OR 35.00X3.00 MM./11A303K6 โอริง, 1.92 ,148 , 284.16 
THSITH,OR 35.00X3.50 MM. VITON/11BM06G6 โอริงไวตั้น, 21.12 ,27 , 570.24 
THSITH,OR 35.00X4.00 MM./11BS24K6 โอริง, 2.24 ,197 , 441.28 
THSITH,OR 35.00X5.00 MM./11BY42K6 โอริง, 2.74 ,75 , 205.50 
THSITH,OR 35.00X5.00 MM. VITON/11BY42G6 โอริงไวตั้น, 34.04 ,27 , 919.08 
THSITH,OR 35.00X6.00 MM./11B53FK6 โอริง, 2.86 ,20 , 57.20 
THSITH,OR 35.20X3.50 M.M./P35.5 โอริง 11BM08K6, 1.40 ,50 , 70.00 
THSITH,OR 35.60X3.60 MM. VITON/R26 โอริงไวตั้น 11A477G6, 15.98 ,100 ," 1,598.00 "
THSITH,OR 36.00X2.00 MM./11B582K6 โอริง, 1.44 ,97 , 139.68 
THSITH,OR 36.00X2.50 MM./11B921K6 โอริง, 1.60 ,45 , 72.00 
THSITH,OR 36.00X3.00 MM./11A304K6 โอริง, 1.76 ,24 , 42.24 
THSITH,OR 36.00X3.00 MM. VITON/11A304G6 โอริงไวตั้น, 15.00 ,7 , 105.00 
THSITH,OR 36.00X4.00 MM. VITON/11BS27G6 โอริงไวตั้น, 36.60 ,10 , 366.00 
THSITH,OR 36.00X5.00 MM./11BY45K6 โอริง, 3.06 ,48 , 146.88 
THSITH,OR 36.09X3.53 MM. VITON/AS221 โอริงไวตั้น 11A379G6, 20.66 ,30 , 619.80 
THSITH,OR 36.20X3.00 MM./11A305K6 โอริง, 150.00 ,4 , 600.00 
THSITH,OR 37.00X2.50 MM. VITON/11B922G6 โอริงไวตั้น, 15.00 ,10 , 150.00 
THSITH,OR 37.00X3.50 MM. VITON/11BM15G6 โอริงไวตั้น, 24.36 ,36 , 876.96 
THSITH,OR 37.00X4.00 MM./11BS30K6 โอริง, 2.60 ,38 , 98.80 
THSITH,OR 37.00X4.00 MM. VITON/11BS30G6 โอริงไวตั้น, 18.90 ,44 , 831.60 
THSITH,OR 37.00X5.00 MM./11BY48K6 โอริง, 2.94 ,78 , 229.32 
THSITH,OR 37.47X5.33 M.M./AS#325 โอริง 11A544K6, 4.80 ,1 , 4.80 
THSITH,OR 37.69X3.53 M.M./AS#222 โอริง 11A380K6, 1.96 ,116 , 227.36 
THSITH,OR 37.69X3.53 M.M.VITON/โอริงไวตั้น, 31.80 ,60 ," 1,908.00 "
THSITH,OR 37.69X3.53 MM. VITON/AS222 โอริงไวตั้น 11A380G6, 21.22 ,26 , 551.72 
THSITH,OR 379.30X5.70 MM./โอริง, 111.00 ,2 , 222.00 
THSITH,OR 38.00X2.00 MM./11B588K6 โอริง, 1.50 ,21 , 31.50 
THSITH,OR 38.00X3.50 MM. VITON/11BM21G6 โอริงไวตั้น, 21.68 ,35 , 758.80 
THSITH,OR 38.00X5.00 MM./11BY51K6 โอริง, 2.98 ,46 , 137.08 
THSITH,OR 38.00X6.00 MM. VITON/11B57FG6 โอริงไวตั้น, 38.40 ,10 , 384.00 
THSITH,OR 39.00X3.00 MM./11BE94K6 โอริง, 1.94 ,186 , 360.84 
THSITH,OR 39.00X3.50 MM./11BM22K6 โอริง, 2.06 ,38 , 78.28 
THSITH,OR 39.00X4.00 MM./11BS36K6 โอริง, 2.74 ,78 , 213.72 
THSITH,OR 39.35X2.62 MM. VITON/AS129 โอริงไวตั้น 11A216G6, 12.00 ,10 , 120.00 
THSITH,OR 39.40X3.10 M.M./G40 โอริง 11BL79K6, 2.20 ,30 , 66.00 
THSITH,OR 39.50X2.50 MM. VITON/โอริงไวตั้น, 18.00 ,3 , 54.00 
THSITH,OR 393.07X6.99 MM. VITON/AS460 โอริงไวตั้น, 977.00 ,1 , 977.00 
THSITH,OR 4.00X1.00 M.M./11B033K6 โอริง, 0.26 ,187 , 48.62 
THSITH,OR 4.00X1.50 M.M./11B171K6 โอริง, 0.42 ,141 , 59.22 
THSITH,OR 4.00X2.00 M.M./11B465K6 โอริง, 0.26 ,173 , 44.98 
THSITH,OR 4.3X2.4/โอริง, 4.75 ,6 , 28.50 
THSITH,OR 4.50X1.50 M.M./11B174K6 โอริง, 0.24 ,180 , 43.20 
THSITH,"OR 4.762X1.588 M.M./โอริง 3/16""X1/16""", 6.00 ,10 , 60.00 
THSITH,OR 4.76X1.78 MM. VITON/AS802 โอริงไวตั้น 11B353G6, 2.94 ,30 , 88.20 
THSITH,OR 40.00X1.50 MM./11B285K6 โอริง, 1.28 ,35 , 44.80 
THSITH,OR 40.00X2.00 MM./11B594K6 โอริง, 1.58 ,56 , 88.48 
THSITH,OR 40.00X2.50 MM./11B930K6 โอริง, 1.62 ,29 , 46.98 
THSITH,OR 40.00X3.00 MM./11A311K6 โอริง, 2.34 ,12 , 28.08 
THSITH,OR 40.00X3.00 MM. VITON/11A311G6 โอริงไวตั้น, 18.36 ,7 , 128.52 
THSITH,OR 40.00X3.50 MM./11BM23K6 โอริง, 2.24 ,23 , 51.52 
THSITH,OR 40.00X4.00 MM./11BS39K6 โอริง, 2.86 ,76 , 217.36 
THSITH,OR 40.00X4.00 MM. VITON/11BS39G6 โอริงไวตั้น, 20.10 ,1 , 20.10 
THSITH,OR 40.00X5.00 MM./11BY54K6 โอริง, 3.14 ,30 , 94.20 
THSITH,OR 40.64X5.33 MM. VITON/AS326 โอริงไวตั้น 11A545G6, 49.08 ,30 ," 1,472.40 "
THSITH,OR 40.87X3.53 M.M./AS#223 โอริง 11A382K6, 2.28 ,50 , 114.00 
THSITH,OR 41.00X2.50 MM./11B933K6 โอริง, 1.76 ,27 , 47.52 
THSITH,OR 41.00X2.50 MM. VITON/11B933G6 โอริงไวตั้น, 21.82 ,26 , 567.32 
THSITH,OR 41.00X3.00 MM. VITON/11BF00G6 โอริงไวตั้น, 18.82 ,24 , 451.68 
THSITH,OR 41.00X4.00 MM./11BS42K6 โอริง, 2.92 ,38 , 110.96 
THSITH,OR 41.70X3.50 M.M./P42 โอริง 11BM17K6, 2.04 ,50 , 102.00 
THSITH,OR 410.00X4.00 MM. VITON/โอริงไวตั้น, 219.30 ,5 ," 1,096.50 "
THSITH,OR 42.00X2.00 MM./11B600K6 โอริง, 1.66 ,120 , 199.20 
THSITH,OR 42.00X2.50 MM./11B936K6 โอริง, 1.55 ,18 , 27.90 
THSITH,OR 42.00X3.00 MM./11BF03K6 โอริง, 1.84 ,59 , 108.56 
THSITH,OR 42.00X4.00 MM./11BS45K6 โอริง, 3.04 ,30 , 91.20 
THSITH,OR 42.00X5.00 MM./11BY57K6 โอริง, 3.54 ,7 , 24.78 
THSITH,OR 42.50X3.00 MM. VITON/โอริงไวตั้น, 15.90 ,10 , 159.00 
THSITH,OR 42.50X3.55 MM./โอริง, 2.20 ,42 , 92.40 
THSITH,OR 42.86X3.53 MM. VITON/AS826 โอริงไวตั้น 11A384G6, 23.16 ,30 , 694.80 
THSITH,OR 43.00X2.50 MM./11B939K6 โอริง, 1.84 ,18 , 33.12 
THSITH,OR 43.00X3.00 MM./11BF06K6 โอริง, 2.26 ,53 , 119.78 
THSITH,OR 43.00X3.00 MM. VITON/11BF06G6 โอริงไวตั้น, 15.60 ,2 , 31.20 
THSITH,OR 43.00X3.50 MM./11BM27K6 โอริง, 2.34 ,130 , 304.20 
THSITH,OR 439.30X5.70 MM./11A714K6 โอริง, 67.20 ,5 , 336.00 
THSITH,OR 44.00X2.50 MM./11B942K6 โอริง, 1.90 ,47 , 89.30 
THSITH,OR 44.00X3.00 MM./11BF09K6 โอริง, 2.24 ,135 , 302.40 
THSITH,OR 44.00X3.50 MM./11BM30K6 โอริง, 2.40 ,38 , 91.20 
THSITH,OR 44.00X3.50 MM. VITON/11BM30G6 โอริงไวตั้น, 24.62 ,23 , 566.26 
THSITH,OR 44.00X4.00 MM./11BS51K6 โอริง, 2.80 ,43 , 120.40 
THSITH,OR 44.04X3.53 M.M./AS#224 โอริง 11A385K6, 2.30 ,100 , 230.00 
THSITH,OR 44.04X3.53 MM. VITON/AS224 โอริงไวตั้น 11A385G6, 22.72 ,30 , 681.60 
THSITH,OR 44.17X1.78 MM. VITON/AS031 โอริงไวตั้น 11A069G6, 8.70 ,10 , 87.00 
THSITH,OR 44.20X5.70 M.M./11A631K6 โอริง, 4.28 ,200 , 856.00 
THSITH,OR 44.40X3.10 M.M./G45 โอริง 11BL69K6, 2.36 ,50 , 118.00 
THSITH,OR 44.40X3.10 MM. VITON/G45 โอริงไวตั้น 11BL69G6, 41.00 ,3 , 123.00 
THSITH,OR 44.60X2.40 M.M./11A160K6 โอริง, 2.04 ,50 , 102.00 
THSITH,OR 45.00X2.50 MM./11B945K6 โอริง, 3.60 ,27 , 97.20 
THSITH,OR 45.00X3.00 MM. VITON/11BF12G6 โอริงไวตั้น, 16.20 ,2 , 32.40 
THSITH,OR 45.00X4.00 MM./11BS54K6 โอริง, 5.00 ,7 , 35.00 
THSITH,OR 45.00X4.00 MM. VITON/11BS54G6 โอริงไวตั้น, 31.42 ,30 , 942.60 
THSITH,OR 45.00X5.00 MM./11BY66K6 โอริง, 3.52 ,38 , 133.76 
THSITH,OR 45.00X5.00 MM. VITON/11BY66G6 โอริงไวตั้น, 46.32 ,29 ," 1,343.28 "
THSITH,OR 45.70X2.62 M.M./AS#133 โอริง 11A220K6, 1.80 ,4 , 7.20 
THSITH,OR 46.00X2.50 MM. VITON/11B948G6 โอริงไวตั้น, 13.80 ,4 , 55.20 
THSITH,OR 46.00X3.00 MM./11BF15K6 โอริง, 2.54 ,33 , 83.82 
THSITH,OR 46.00X3.50 MM./11BM36K6 โอริง, 3.06 ,32 , 97.92 
THSITH,OR 46.00X3.50 MM. VITON/11BM36G6 โอริงไวตั้น, 54.00 ,2 , 108.00 
THSITH,OR 46.00X4.00 MM./11BS57K6 โอริง, 3.10 ,31 , 96.10 
THSITH,OR 46.99X5.33 M.M./AS#328 11A547K6, 3.36 ,34 , 114.24 
THSITH,OR 46.99X5.33 MM. VITON/11A547G6 โอริงไวตั้น, 38.08 ,19 , 723.52 
THSITH,OR 47.00X3.00 MM. VITON/11BF18G6 โอริงไวตั้น, 28.20 ,8 , 225.60 
THSITH,OR 47.00X3.50 MM./11BM39K6 โอริง, 2.54 ,44 , 111.76 
THSITH,OR 47.35X1.78 MM. VITON/AS032 โอริงไวตั้น 11A070G6, 14.32 ,50 , 716.00 
THSITH,OR 47.62X3.53 M.M./AS#829 โอริง 11A389K6, 2.32 ,49 , 113.68 
THSITH,OR 48.00X2.50 MM./11B954K6 โอริง, 2.80 ,48 , 134.40 
THSITH,OR 48.00X3.00 MM./11BF21K6 โอริง, 2.68 ,22 , 58.96 
THSITH,OR 48.00X3.50 MM./11BM42K6 โอริง, 2.48 ,30 , 74.40 
THSITH,OR 48.00X3.50 MM. VITON/11BM42G6 โอริงไวตั้น, 21.08 ,4 , 84.32 
THSITH,OR 49.00X2.50 MM./11B957K6 โอริง, 2.28 ,50 , 114.00 
THSITH,OR 49.00X3.00 MM./11BF24K6 โอริง, 3.32 ,50 , 166.00 
THSITH,OR 49.00X3.00 MM. VITON/11BF24G6 โอริงไวตั้น, 21.64 ,30 , 649.20 
THSITH,OR 49.00X3.50 MM./11BM45K6 โอริง, 2.54 ,50 , 127.00 
THSITH,OR 49.20X5.70 M.M./11A634K6 โอริง, 3.30 ,20 , 66.00 
THSITH,OR 49.40X3.10 M.M./G50 โอริง 11BL81K6, 2.46 ,147 , 361.62 
THSITH,OR 49.50X3.00 MM./11A318K6 โอริง, 2.68 ,45 , 120.60 
THSITH,OR 4X2/โอริง, 40.00 ,11 , 440.00 
THSITH,OR 5.00X1.50 M.M./11B177K6 โอริง, 0.34 ,184 , 62.56 
THSITH,OR 5.00X2.00 M.M./11B471K6 โอริง, 0.26 ,190 , 49.40 
THSITH,OR 5.00X2.50 M.M./11B804K6 โอริง, 0.31 ,40 , 12.40 
THSITH,OR 5.28X1.78 M.M VITON/โอริง ไวตั้น, 2.24 ,100 , 224.00 
THSITH,OR 5.28X1.78 M.M./AS 009 โอริง 11A042K6, 0.36 ,200 , 72.00 
THSITH,OR 5.30X2.40 M.M./11A109K6 โอริง, 4.75 ,4 , 19.00 
THSITH,OR 5.33X2.62/โอริง, 7.00 ,14 , 98.00 
THSITH,OR 5.3X2.4/โอริง, 4.75 ,2 , 9.50 
THSITH,OR 5.50X1.50 M.M./11B180K6 โอริง, 0.28 ,200 , 56.00 
THSITH,OR 5.50X2 M.M./11B472K6 โอริง, 0.32 ,54 , 17.28 
THSITH,OR 50.00X1.50 MM./11B291K6 โอริง, 1.50 ,20 , 30.00 
THSITH,OR 50.00X2.00 MM./11B618K6 โอริง, 2.35 ,28 , 65.80 
THSITH,OR 50.00X2.50 MM./11B960K6 โอริง, 2.18 ,58 , 126.44 
THSITH,OR 50.00X2.50 MM. VITON/11B960G6 โอริงไวตั้น, 15.30 ,6 , 91.80 
THSITH,OR 50.00X3.00 MM./11BF27K6 โอริง, 4.02 ,13 , 52.26 
THSITH,OR 50.00X3.50 MM./11BM48K6 โอริง, 2.88 ,73 , 210.24 
THSITH,OR 50.00X3.55 MM./โอริง, 2.40 ,5 , 12.00 
THSITH,OR 50.00X4.00 MM./11BS66K6 โอริง, 3.42 ,44 , 150.48 
THSITH,OR 50.00X5.00 MM./11BY81K6 โอริง, 3.76 ,143 , 537.68 
THSITH,OR 50.17X5.33 M.M./AS#329 โอริง 11A548K6, 3.50 ,44 , 154.00 
THSITH,OR 50.39X3.53 M.M./AS#226 โอริง 11A391K6, 2.90 ,80 , 232.00 
THSITH,OR 50.39X3.53 MM. VITON/AS226 โอริงไวตั้น 11A391G6, 4.68 ,25 , 117.00 
THSITH,OR 50.47X2.62 M.M./11A223K6 โอริง, 2.32 ,50 , 116.00 
THSITH,OR 51.00X1.50 MM./โอริง, 2.26 ,50 , 113.00 
THSITH,OR 51.00X2.00 MM./11B619K6 โอริง, 2.50 ,50 , 125.00 
THSITH,OR 51.00X2.00 MM. VITON/11B619G6 โอริงไวตั้น, 12.60 ,10 , 126.00 
THSITH,OR 51.00X2.50 MM./11B963K6 โอริง, 2.40 ,48 , 115.20 
THSITH,OR 51.00X3.00 MM./11BF30K6 โอริง, 2.76 ,49 , 135.24 
THSITH,OR 51.00X3.50 MM./11BM52K6 โอริง, 2.88 ,49 , 141.12 
THSITH,OR 52.00X2.00 MM./11B620K6 โอริง, 2.36 ,43 , 101.48 
THSITH,OR 52.00X2.00 MM. VITON/11B620G6 โอริงไวตั้น, 14.07 ,11 , 154.77 
THSITH,OR 52.00X2.50 MM./11B966K6 โอริง, 2.42 ,36 , 87.12 
THSITH,OR 52.00X2.50 MM. VITON/11B966G6 โอริงไวตั้น, 19.00 ,1 , 19.00 
THSITH,OR 52.00X3.00 MM./11BF33K6 โอริง, 2.78 ,23 , 63.94 
THSITH,OR 52.00X3.50 MM./11BM54K6 โอริง, 3.20 ,41 , 131.20 
THSITH,OR 52.00X4.00 MM./11BS72K6 โอริง, 3.56 ,34 , 121.04 
THSITH,OR 52.00X4.00 MM. VITON/11BS72G6 โอริงไวตั้น, 52.20 ,3 , 156.60 
THSITH,OR 52.00X5.00 MM./11BY87K6 โอริง, 3.70 ,31 , 114.70 
THSITH,OR 52.00X6.00 MM./11B77FK6 โอริง, 3.60 ,3 , 10.80 
THSITH,OR 53.00X2.00 MM./11B621K6 โอริง, 2.48 ,45 , 111.60 
THSITH,OR 53.00X3.00 MM./โอริง, 2.78 ,47 , 130.66 
THSITH,OR 53.00X3.50 MM./11BM57K6 โอริง, 2.98 ,41 , 122.18 
THSITH,OR 53.00X3.50 MM. VITON/11BM57G6 โอริงไวตั้น, 22.80 ,50 ," 1,140.00 "
THSITH,OR 53.00X4.00 MM./11BS75K6 โอริง, 3.68 ,26 , 95.68 
THSITH,OR 53.00X5.00 MM./11BY90K6 โอริง, 3.30 ,5 , 16.50 
THSITH,OR 53.34X5.33 M.M./AS#330 โอริง 11A549K6, 5.32 ,200 ," 1,064.00 "
THSITH,OR 53.34X5.33 MM. VITON/AS330 โอริงไวตั้น 11A549G6, 80.00 ,2 , 160.00 
THSITH,OR 53.57X3.53 M.M./AS#227 โอริง 11A394K6, 3.00 ,196 , 588.00 
THSITH,OR 54.00X2.00 MM./11B624K6 โอริง, 2.48 ,38 , 94.24 
THSITH,OR 54.00X3.00 MM./11BF39K6 โอริง, 2.80 ,138 , 386.40 
THSITH,OR 54.00X3.00 MM. VITON/11BF39G6 โอริงไวตั้น, 30.60 ,1 , 30.60 
THSITH,OR 54.40X3.10 M.M./G55 โอริง 11BL66K6, 3.08 ,50 , 154.00 
THSITH,OR 54X4 MM./โอริง, 13.00 ,2 , 26.00 
THSITH,OR 55.00X2.00 MM./11B627K6 โอริง, 2.58 ,41 , 105.78 
THSITH,OR 55.00X2.50 MM./11B975K6 โอริง, 2.54 ,34 , 86.36 
THSITH,OR 55.00X4.00 MM./11A480K6 โอริง, 3.76 ,38 , 142.88 
THSITH,OR 56.00X3.00 MM./11BF44K6 โอริง, 35.00 ,10 , 350.00 
THSITH,OR 56.75X3.53 M.M./AS#228 โอริง 11A397K6, 2.50 ,48 , 120.00 
THSITH,OR 56.75X3.53 MM. VITON/AS228 โอริงไวตั้น 11A397G6, 29.10 ,30 , 873.00 
THSITH,OR 57.00X3.00 MM./11BF48K6 โอริง, 2.88 ,49 , 141.12 
THSITH,OR 57.00X3.50 MM./11BM62K6 โอริง, 3.20 ,45 , 144.00 
THSITH,OR 57.00X6.00 MM./11B82FK6 โอริง, 4.20 ,5 , 21.00 
THSITH,OR 57.60X5.70 M.M./P58 โอริง 11B51EK6, 4.76 ,50 , 238.00 
THSITH,OR 58.00X2.00 MM./11B636K6 โอริง, 3.08 ,48 , 147.84 
THSITH,OR 58.00X2.00 MM. VITON/11B636G6 โอริงไวตั้น, 28.20 ,1 , 28.20 
THSITH,OR 58.00X2.50 MM./11B983K6 โอริง, 2.70 ,25 , 67.50 
THSITH,OR 58.00X3.00 MM./11BF51K6 โอริง, 2.86 ,33 , 94.38 
THSITH,OR 58.00X3.50 MM./11BM63K6 โอริง, 4.18 ,44 , 183.92 
THSITH,OR 58.00X4.00 MM./11BS90K6 โอริง, 4.08 ,45 , 183.60 
THSITH,OR 58.42X2.62 M.M.VITON/โอริงไวตั้น, 16.80 ,13 , 218.40 
THSITH,OR 58X2/โอริง, 6.00 ,1 , 6.00 
THSITH,OR 59.00X5.00 MM./โอริง, 7.00 ,1 , 7.00 
THSITH,OR 59.40X3.10 M.M./G60 โอริง 11BL70K6, 3.44 ,44 , 151.36 
THSITH,OR 59.70X5.70 MM. VITON/11A643G6 โอริงไวตั้น, 52.20 ,10 , 522.00 
THSITH,OR 59.92X3.53/โอริง, 3.12 ,44 , 137.28 
THSITH,OR 59.99X2.62 M.M./AS#142 โอริง 11A229K6, 1.84 ,50 , 92.00 
THSITH,OR 5X1/โอริง, 1.00 ,5 , 5.00 
THSITH,OR 6.00X1.00 MM./โอริง, 0.34 ,145 , 49.30 
THSITH,OR 6.00X1.50 MM./โอริง, 0.42 ,78 , 32.76 
THSITH,OR 6.00X2.00 MM. VITON/11B474G6 โอริงไวตั้น, 3.46 ,56 , 193.76 
THSITH,OR 6.00X2.20 MM. VITON/โอริงไวตั้น, 3.98 ,30 , 119.40 
THSITH,OR 6.00X2.50 MM./โอริง, 0.38 ,177 , 67.26 
THSITH,OR 6.00X3.00 MM./โอริง, 0.38 ,146 , 55.48 
THSITH,OR 6.02X2.62/โอริง, 7.00 ,6 , 42.00 
THSITH,OR 6.07X1.78 MM. VITON/AS010 โอริงไวตั้น 11A043G6, 2.32 ,81 , 187.92 
THSITH,OR 6.30X2.40 M.M./11A112K6 โอริง, 0.36 ,196 , 70.56 
THSITH,OR 6.3X2.4/โอริง, 4.75 ,4 , 19.00 
THSITH,OR 6.80X1.90 M.M./P7 โอริง 11B959K6, 0.42 ,173 , 72.66 
THSITH,OR 60.00X2.00 MM./11B639K6 โอริง, 2.80 ,4 , 11.20 
THSITH,OR 60.00X2.50 MM./11B987K6 โอริง, 2.78 ,41 , 113.98 
THSITH,OR 60.00X3.00 MM./11BF57K6 โอริง, 5.00 ,1 , 5.00 
THSITH,OR 60.00X3.00 MM. VITON/11BF57G6 โอริงไวตั้น, 19.53 ,5 , 97.65 
